CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
-0.38880726106690494,0.055128474523883746,-0.470648357181423,-0.2742649065010927,-0.26515405343693593,0.13158947143301822,0.9217319828864612,1.2129791389041071,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.393028042999297,1.0819839787367755,15.0
-0.4011384903667857,0.055128474523883746,-0.470648357181423,-0.2742649065010927,-0.26515405343693593,-0.39268492137352673,0.5141625182514195,1.1559348422544233,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.4410519326070325,0.07757816492395186,18.9
-0.4038579729781633,0.055128474523883746,-0.470648357181423,-0.2742649065010927,-0.26515405343693593,-0.5636439625060962,-1.055337437667734,0.7871434644142177,-0.5230014462035358,-0.5775189657039035,-1.505236629567631,0.3708800391162776,0.4189082743533796,21.7
-0.34233039636161033,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.47816444193981206,-0.24019850839765,0.4337540466694266,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.4410519326070325,-0.6232676745192579,20.4
-0.34138908114787897,-0.4798643093939974,-0.4311102794417646,,-0.14421743255530314,-0.26873961655241435,0.5713652501300216,0.317003386193074,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.25597356352516587,-0.34348889629841567,18.2
-0.34260245941728634,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.6420001896918579,-0.42968255774552033,0.3344494335851022,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.42701755390888174,-0.5938909028060694,19.9
-0.2936379970678992,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.49810966340527885,-1.4021289996817612,0.3344494335851022,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.33086013110983153,-0.8582818482247654,23.1
-0.32460152787274793,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.41975343621951705,0.4712604693424675,0.22002808188861175,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.32976369527403826,0.2734233096785415,17.5
-0.3224766809695568,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-1.18052116925945,-1.1411415354856376,0.0006927612705775703,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,-0.7421119777972465,-0.1434470698705135,20.2
-0.33130552890712744,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.7944386680350646,0.03508963876812414,0.0006927612705775703,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.3758140003773462,-0.20080171940578617,18.2
-0.2709247497277911,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-1.0181100801835095,1.0575884710981418,0.0013582780648238077,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.21814652719030578,1.1617209305297156,13.6
-0.31681386639719483,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.45536990312213615,0.7393982750234163,0.10327742141225876,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.3931376865828762,0.15591622282578776,19.6
-0.27314258020697274,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.20320531745159578,0.8287775435837325,0.08644935390060221,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.4410519326070325,0.8399753355757469,15.2
-0.3011570393239241,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.6719180218900574,1.1255167152039824,0.14268552301441548,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.415176046882317,1.0022470269438355,14.5
-0.32849765450128976,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.5137809088424299,0.9145816414016358,0.2873878888491134,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.4128735316271512,0.501443013928528,15.6
-0.31813400358718397,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.9767949785764719,0.6142672990389735,0.31353319148021835,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,-0.5838962866923094,0.5308197856417166,13.9
-0.3374918065739546,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.6719180218900574,0.7787251531899552,0.4216321336313692,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.22154547828126425,0.2930078241540005,16.6
-0.3049062289434931,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.33854789168154736,0.7250975920537654,0.3129627485137216,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,-0.5514417859528353,0.6385346152567408,14.8
-0.3258883746466417,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,0.29969919521337846,0.9253071536288742,0.31358072839409296,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.3428112817199755,0.011830152042054103,18.4
-0.29954761989752,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,0.554713098236128,0.6714700309175757,0.2110436051662864,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.25827607878033165,-0.10287914702849126,21.0
-0.2848125929664764,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.8143838895005313,0.9145816414016358,0.2081913903338021,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.038331050120245985,1.3827461653241813,12.7
-0.2591089479046973,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.30293142477892826,1.1255167152039824,0.180619980286455,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.21990082452757492,0.045403605428554955,14.5
-0.2552897336167897,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.47673978326370686,0.48198598156970535,0.09267668961819274,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,-1.360392145600947,2.097580943678433,13.2
-0.28241223917146147,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.8314797936137889,0.9467581780833498,-0.003728171719772962,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,0.022980948419142923,0.7882162616048914,13.1
-0.22948047757981146,-0.4798643093939974,-0.4311102794417646,-0.2742649065010927,-0.14421743255530314,-0.26873961655241435,1.0146864221891905,-0.016753286121450797,-0.6379617988442783,-0.6012760972551554,1.1764658292771952,-1.188142075797859,1.0665961459346291,13.5
-0.4072570392560396,-0.4798643093939974,-0.7503436478582655,-0.2742649065010927,-0.4811123050112801,-0.500958980757488,-0.01138758088324021,-0.20666325705102287,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,0.4410519326070325,,18.9
-0.40343782496813196,-0.4798643093939974,,-0.2742649065010927,-0.4811123050112801,-0.6320275789591239,-0.25449919136730054,-0.19829676020906933,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,0.22900124196465707,-0.18261609882143134,20.0
-0.4054237704800286,-0.4798643093939974,-0.7503436478582655,-0.2742649065010927,-0.4811123050112801,-0.619205650874182,-0.9659581691074178,0.06615109167608976,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,0.4410519326070325,-0.5519240860729432,21.0
-0.39452862085377943,-0.4798643093939974,-0.7503436478582655,-0.2742649065010927,-0.4811123050112801,-0.4539452444460309,-1.3699524630000472,0.02484151351894378,-0.5230014462035358,-0.7675760181139194,0.34421334204949033,0.403005609105014,-0.36167451688277025,24.7
-0.41145163168405713,2.7300923941132895,-1.1911199959929752,-0.2742649065010927,-1.0944337394824173,0.4421650628238524,-1.6702668053627099,0.7634700813045987,-0.7529221514850207,-0.9279366560848703,-0.07191290156436134,0.427127197492461,-1.174431867614317,30.8
-0.410767456236028,2.7300923941132895,-1.1911199959929752,-0.2742649065010927,-1.0944337394824173,1.0533436348727878,-1.884777049907469,0.7634700813045987,-0.7529221514850207,-0.9279366560848703,-0.07191290156436134,0.42701755390888174,-1.5017730381327024,34.9
-0.3999939888203343,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,0.6914803311421823,-2.3459740756787006,0.9154931318760063,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.3150714550744117,-1.101689385276898,26.6
-0.3983799776123998,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,-0.16473953319676876,-2.2136927582094326,0.9154931318760063,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.29270416402423327,-0.9659966778397897,25.3
-0.3963297471590776,-0.4798643093939974,-0.6112281891446527,,-0.9216671382229419,-0.10490386880036852,-2.2172679289518453,0.9154931318760063,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.4142988982136821,-0.7379769735898032,24.7
-0.4005392628770689,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,-0.3072054008072427,-1.0195857302436075,0.9154931318760063,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.3587096013389746,-0.44281036256681455,21.2
-0.39494532502766294,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,-0.8585483084597779,-1.241246316273192,0.6205265812832662,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.4410519326070325,-0.35048336575393657,19.3
-0.39300070554953986,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,-0.7103838061448857,-1.2591221699852553,0.6205265812832662,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.4410519326070325,0.20068082734112255,20.0
-0.38830446098932647,-0.4798643093939974,,-0.2742649065010927,-0.9216671382229419,-0.36276708917532724,0.6071169575541481,0.9005190040054641,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.395440201838042,0.8511664867045808,16.6
-0.3854805153481324,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,-1.2617267137974209,0.9574836903105877,0.9863706704632383,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.4410519326070325,2.5312380499207383,14.4
-0.38939500910279573,-0.4798643093939974,-0.6112281891446527,-0.2742649065010927,-0.9216671382229419,-0.9725210025481575,-0.2330481669128246,1.0898585319685394,-0.7529221514850207,-1.0407830309533173,-0.25685789872607445,0.4410519326070325,0.4874540750174857,19.4
-0.4044376853963759,0.41892356758804294,-0.7972035918460086,-0.2742649065010927,-0.9994121087897058,-0.4582192204743453,-0.8158009979260864,1.4354518958378737,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,0.4263596924074059,0.10275825496382764,19.7
-0.409644765651846,0.41892356758804294,,-0.2742649065010927,-0.9994121087897058,-0.24167110170642406,-0.1972964594886981,1.4354518958378737,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,0.4089263626182967,-0.4595970892600652,20.5
-0.408470417525447,0.41892356758804294,-0.7972035918460086,-0.2742649065010927,-0.9994121087897058,0.3224937340310544,-1.6952930005595983,1.4354518958378737,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,0.4410519326070325,-1.0401380540683127,25.0
,0.41892356758804294,-0.7972035918460086,-0.2742649065010927,-0.9994121087897058,-0.4083561668106791,-1.6845674883323605,1.4354518958378737,-0.6379617988442783,-0.9813902020751873,-0.7654566409207818,0.4410519326070325,-0.5994864783704863,23.4
-0.41306219905584385,2.7300923941132895,-1.0373608047831926,-0.2742649065010927,-1.249923680615945,-0.5650686211822014,-0.7478727538202461,1.6755133109052929,-0.7529221514850207,0.3608877305705503,1.222702078567624,0.4410519326070325,0.29160893026289636,18.9
-0.41311844837959116,3.3720837348147468,-1.4444565681767119,-0.2742649065010927,-1.310391991056761,1.3738918369963546,-1.6666916346202973,2.3300490780465393,-0.5230014462035358,-1.0823580111680082,-0.25685789872607445,0.43041650499984024,-1.1058860669502109,35.4
-0.41226437701493734,3.158086621247594,-1.5147464841583267,-0.2742649065010927,-1.249923680615945,0.140137423489647,-1.1733180721673515,2.5634553251714953,-0.8678825041257632,-0.5656403999282774,-0.5342753944686417,0.4410519326070325,-0.9715922534042065,24.7
-0.4129795469882967,3.8000779619490515,-1.4298128356805422,-0.2742649065010927,-1.2412853505529713,0.7570146302430009,-1.0017098765315444,2.153306832260269,-0.5230014462035358,-0.9041795245336184,-1.551472878858059,0.3971944991753105,-1.226190941585173,31.6
-0.39689338834193383,0.5901212584417649,-0.8718866275764744,-0.2742649065010927,-0.878475487908073,-0.19893134142328264,-1.4057041704241737,1.9108685714991132,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.3728536236207052,-0.8191128192738474,23.3
-0.4027674248646941,0.5901212584417649,-0.8718866275764744,-0.2742649065010927,-0.878475487908073,-0.5095069328141167,-0.7621734367898967,1.4912126958129397,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.4410519326070325,-0.4889738609732535,19.6
-0.39748228432320726,0.5901212584417649,-0.8718866275764744,-0.2742649065010927,-0.878475487908073,-0.7744934465695991,-0.08289099573149321,1.6306860011214162,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.4214257311463373,0.06079143823070145,18.7
-0.3949120346115676,0.5901212584417649,-0.8718866275764744,-0.2742649065010927,-0.878475487908073,-0.4539452444460309,0.8895554462047477,1.4372582985651137,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.23470270831078072,0.24124875018314457,16.0
-0.4019650110422572,0.5901212584417649,-0.8718866275764744,-0.2742649065010927,-0.878475487908073,0.24413750684529387,-0.02568826385289101,1.6307335380352912,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.4410519326070325,-0.8372984398582022,22.2
-0.4001018956862986,0.5901212584417649,-0.8718866275764744,-0.2742649065010927,-0.878475487908073,0.6800830617333443,-0.8980299250015775,1.9898273854450503,-0.17812038828130847,-0.7378796036748544,0.5753945885016305,0.4265789795745643,-0.4498048320223357,25.0
-0.4123837633347277,0.2691255880910362,-1.4210265961828406,-0.2742649065010927,-1.1972298672318047,1.1673163289611674,-0.32242743547314084,2.580235855769277,-0.7529221514850207,-1.1417508400461382,0.0667958463069231,0.4009223810170072,-0.6526444462324462,33.0
-0.4105091685249432,2.9440895076804416,-1.129616319509062,-0.2742649065010927,-1.3535836413716298,0.007644166611905868,-1.813273635059216,1.3388568868444093,-0.6379617988442783,-0.42309761062076545,-1.0891103859537778,0.4410519326070325,-1.1254705814256698,23.5
-0.40959655194577677,2.9440895076804416,-1.129616319509062,-0.2742649065010927,-1.3535836413716298,-0.7089591474687804,-1.3377759263183333,1.3388568868444093,-0.6379617988442783,-0.42309761062076545,-1.0891103859537778,0.4410519326070325,-0.346286684080624,19.4
-0.4079779489563119,0.055128474523883746,-0.7342355421124787,-0.2742649065010927,-1.2585620106789188,-0.5793152079432485,-1.6845674883323605,1.2849024895965833,-0.6379617988442783,-0.3755833475182615,0.20550459417820588,0.4334865253400605,-0.6456499767769253,22.0
-0.39906415306042897,0.055128474523883746,-0.7342355421124787,-0.2742649065010927,-1.2585620106789188,-0.9839182719569954,-1.1339911940008125,1.2849024895965833,-0.6379617988442783,-0.3755833475182615,0.20550459417820588,0.4410519326070325,0.05239807488407611,17.4
-0.39991133675278717,0.055128474523883746,-0.7342355421124787,-0.2742649065010927,-1.2585620106789188,-0.5693425972105157,-1.2698476822124931,1.2849024895965833,-0.6379617988442783,-0.3755833475182615,0.20550459417820588,0.4410519326070325,-0.5491262982907348,20.9
-0.40449163882935807,-0.4798643093939974,-0.040122621794032066,-0.2742649065010927,-1.2240086904270238,0.18857581847720803,-2.2136927582094326,0.7093730733151489,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,0.2966513330330884,-0.8386973337493064,24.2
-0.39639862388203356,-0.4798643093939974,-0.040122621794032066,-0.2742649065010927,-1.2240086904270238,-0.4610685378265545,-1.8239991472864538,0.7093730733151489,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,0.22220333978274012,-0.39664686416037553,21.7
-0.4041036332900395,-0.4798643093939974,-0.040122621794032066,-0.2742649065010927,-1.2240086904270238,-0.312904035511661,-2.170790709300481,0.7093730733151489,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,0.37537542604302937,-1.0065646006818119,22.8
-0.3921936999455726,-0.4798643093939974,-0.040122621794032066,-0.2742649065010927,-1.2240086904270238,-0.056465473812807504,-2.227993441179083,0.7093730733151489,-0.6379617988442783,-0.6131546630307815,0.34421334204949033,0.22472514220506432,,23.4
-0.40555922803517536,-0.4798643093939974,0.255680774628597,-0.2742649065010927,-1.0166887689156532,-0.016575030881875275,,0.21698571940062852,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,0.41934250305833054,-0.8303039704026811,24.1
-0.403704148296895,-0.4798643093939974,0.255680774628597,-0.2742649065010927,-1.0166887689156532,0.0019455319074862549,-0.840827193122975,0.33635091014009183,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,0.2911691538541231,-0.5281428899241716,21.4
-0.4029683153066489,-0.4798643093939974,0.255680774628597,-0.2742649065010927,-1.0166887689156532,-0.008027078825246487,0.21384817588875663,0.12224465004827874,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,0.1862402443687284,-0.10427804091959543,20.0
-0.40462824432988737,-0.4798643093939974,0.255680774628597,-0.2742649065010927,-1.0166887689156532,-0.20605463480380623,-0.812225827183674,0.1404512880623026,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,0.33206621052920343,-0.34209000240731147,20.8
-0.40814210514602356,-0.4798643093939974,0.255680774628597,-0.2742649065010927,-1.0166887689156532,-0.07498603660216903,-0.5297873385330745,0.5795022246093688,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,0.3259261698487623,-0.05251896694873973,21.2
-0.4049955868523191,-0.4798643093939974,0.255680774628597,-0.2742649065010927,-1.0166887689156532,-0.5850138426476681,-1.1411415354856376,0.33635091014009183,-0.5230014462035358,-0.06080135446417258,0.11303209559735014,0.43184187158637116,,20.3
-0.4099019054175482,0.5901212584417649,-0.9114247053161327,-0.2742649065010927,-1.1117103996083648,0.6302200080696794,-1.2519718285004298,0.7632799336490999,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,0.4410519326070325,-1.0387391601772087,28.0
-0.409501272479021,0.5901212584417649,-0.9114247053161327,-0.2742649065010927,-1.1117103996083648,0.4763568710503662,0.06726617544983819,0.7632799336490999,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,0.427127197492461,-0.7687526391940959,23.9
-0.4104230726212482,0.5901212584417649,-0.9114247053161327,-0.2742649065010927,-1.1117103996083648,0.024740070725162176,-1.298449048151794,0.7632799336490999,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,0.4410519326070325,-0.8386973337493064,24.8
-0.410547050722569,0.5901212584417649,-0.9114247053161327,-0.2742649065010927,-1.1117103996083648,-0.16758885054897793,-0.7800492905019599,0.7632799336490999,-0.6379617988442783,-0.7556974523382934,0.25174084346863457,0.3724150492863877,-0.7281847163520737,22.9
-0.4088159490856093,-0.4798643093939974,-0.9656065155519609,-0.2742649065010927,-0.9130288081599681,0.14868537554627578,-0.7335720708505956,0.46793308774536224,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,0.4410519326070325,-0.43301810532908525,23.9
-0.40803993800697225,-0.4798643093939974,-0.9656065155519609,-0.2742649065010927,-0.9130288081599681,0.4920281164875186,-0.44398324071517087,0.305499453035388,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,0.3906158841605526,-0.8652763176802863,26.6
-0.408667864131254,-0.4798643093939974,-0.9656065155519609,-0.2742649065010927,-0.9130288081599681,-0.3841369693168992,-0.8372520223805624,0.3005080770785405,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,0.4310743665013161,0.02022351538867919,22.5
-0.40641444734521176,-0.4798643093939974,-0.9656065155519609,-0.2742649065010927,-0.9130288081599681,-0.23312314964979527,-0.4189570455182825,-0.02255278961416864,-0.7529221514850207,-0.9576330705239353,0.020559597016494405,0.4218643054806541,,22.2
-0.4081260339106672,-0.4798643093939974,-1.1237588265105942,-0.2742649065010927,-0.5674956056410178,1.0291244373790067,0.6357183234934493,-0.1774755919319347,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,0.4410519326070325,-1.0093623884640202,23.6
-0.4085369983576377,-0.4798643093939974,-1.1237588265105942,-0.2742649065010927,-0.5674956056410178,1.1316998620585483,-0.1937212887462854,-0.18089824973091578,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,0.43184187158637116,-0.9813845106419359,28.7
-0.409246428604084,-0.4798643093939974,-1.1237588265105942,-0.2742649065010927,-0.5674956056410178,0.18857581847720803,-0.08646616647390616,-0.3340621862353167,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,0.3893001611576009,-0.5463285105085262,22.6
-0.41010968353179866,-0.4798643093939974,-1.1237588265105942,-0.2742649065010927,-0.5674956056410178,0.1714799143639517,0.19239715143428093,-0.3341572600630662,-0.8678825041257632,-0.8210295641042363,-0.30309414801650153,0.4043213321079657,-0.6316610378658832,22.0
-0.4097985903331143,,0.5793072627939485,-0.2742649065010927,-0.7834538572153615,0.22419228537982713,-0.5333625092754871,-0.06139044824982817,-0.6379617988442783,-0.8210295641042363,-0.11814915085479002,0.420329295310544,-0.6372566134302999,22.9
-0.41132306180120604,0.7185195265820563,0.5793072627939485,-0.2742649065010927,-0.7834538572153615,-0.10490386880036852,-1.4164296826514118,-0.06139044824982817,-0.6379617988442783,-0.8210295641042363,-0.11814915085479002,0.4348022483430122,-0.9100409221956212,25.0
-0.4096941273032977,0.7185195265820563,0.5793072627939485,-0.2742649065010927,-0.7834538572153615,-0.05076683910838916,0.31395295667631073,-0.08558673741206901,-0.6379617988442783,-0.8210295641042363,-0.11814915085479002,0.4410519326070325,-0.2973253978919767,20.6
-0.40061387932693787,-0.4798643093939974,-1.1999062354906769,-0.2742649065010927,-0.9475821284118632,0.484904823106995,-0.383205338094156,-0.14253596023400336,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,0.014319105316378233,-0.8484895909870358,28.4
-0.40141744109475735,-0.4798643093939974,-1.1999062354906769,-0.2742649065010927,-0.9475821284118632,-0.1732874852533963,0.03866480951053659,-0.14253596023400336,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,0.385462635732325,-0.19240835605916085,21.4
-0.4007527807182324,-0.4798643093939974,-1.1999062354906769,-0.2742649065010927,-0.9475821284118632,2.5421119514022466,0.26747573702494637,-0.14253596023400336,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,0.4410519326070325,-1.1898197004164632,38.7
-0.405225175928839,-0.4798643093939974,-1.1999062354906769,-0.2742649065010927,-0.9475821284118632,2.1873719410521644,-1.1304160232583997,-0.14253596023400336,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,0.4041020449408067,-1.2793489094471329,43.8
-0.4067484994515481,-0.4798643093939974,-1.1999062354906769,-0.2742649065010927,-0.9475821284118632,1.611809835905848,-0.21517231320076136,-0.14253596023400336,-0.8678825041257632,-0.7853938667773583,-0.21062164943564576,0.4410519326070325,-0.9128387099778296,33.2
-0.3975580487184588,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,0.6302200080696794,0.4069073959790399,-0.48356578037136283,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.41758820572106137,-0.4609959831511694,27.5
-0.40150009316230445,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,0.7071515765793346,0.09944271213155173,-0.44634437680744415,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.4265789795745643,-0.7058024140944064,26.5
-0.38836300620383907,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,0.1714799143639517,0.6035417868117356,-0.5135615730263214,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,-3.1344253279141,-0.29172982232755973,18.6
-0.3903317325349967,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,-0.21032861083212062,,-0.5135615730263214,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.41440854179726194,0.10135936107272345,19.3
-0.39859808723509366,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,-0.16758885054897793,0.7679996409627173,-0.6531774890764226,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.39489198392014535,-0.053917860839843915,20.1
-0.3993993531121479,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,-0.6177809921980768,1.007536080704365,-0.8024909355569698,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.409803511286931,0.5252242100772994,19.5
-0.39497057982608014,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,-0.6391508723396475,0.8359278850685579,-0.7530050082133692,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.4275657718267784,0.8315819722291218,19.5
-0.3995658051926248,-0.4798643093939974,-0.36960660295785164,-0.2742649065010927,-0.299707373688831,-0.22457519759316774,0.5963914453269102,-0.7951227139063857,-0.5230014462035358,-0.14395131489355456,1.1302295799867665,0.3400701921304929,0.19228746399449723,20.4
